"","Date","Region","Thermal.Generation.Actual..in.MU.","Hydro.Generation.Actual..in.MU."
"1249",2018-05-09,"Eastern",470.3,46.26
"1250",2018-05-09,"NorthEastern",30.13,13.75
"1251",2018-05-10,"Northern",632.08,244.89
"1252",2018-05-10,"Western",1223.75,23.41
"1253",2018-05-10,"Southern",631.61,52.96
"1254",2018-05-10,"Eastern",470.3,46.26
"1255",2018-05-10,"NorthEastern",30.13,13.75
"1256",2018-05-11,"Northern",632.92,244.89
"1257",2018-05-11,"Western",1217.95,23.41
"1258",2018-05-11,"Southern",641.09,52.96
"1259",2018-05-11,"Eastern",470.3,46.26
"1260",2018-05-11,"NorthEastern",30.13,13.75
"1261",2018-05-12,"Northern",632.92,244.89
"1262",2018-05-12,"Western",1217.95,23.41
"1263",2018-05-12,"Southern",641.09,52.96
"1264",2018-05-12,"Eastern",470.3,46.26
"1265",2018-05-12,"NorthEastern",30.13,13.75
"1266",2018-05-13,"Northern",632.92,244.89
"1267",2018-05-13,"Western",1217.95,23.41
"1268",2018-05-13,"Southern",641.09,52.96
"1269",2018-05-13,"Eastern",470.3,46.26
"1270",2018-05-13,"NorthEastern",30.13,13.75
"1271",2018-05-14,"Northern",632.92,244.89
"1272",2018-05-14,"Western",1217.95,23.41
"1273",2018-05-14,"Southern",641.09,52.96
"1274",2018-05-14,"Eastern",470.3,46.26
"1275",2018-05-14,"NorthEastern",30.13,13.75
"1276",2018-05-15,"Northern",636.36,244.89
"1277",2018-05-15,"Western",1211.95,23.41
"1278",2018-05-15,"Southern",641.09,52.96
"1279",2018-05-15,"Eastern",466.59,46.26
"1280",2018-05-15,"NorthEastern",30.13,13.75
"1281",2018-05-16,"Northern",645.24,244.89
"1282",2018-05-16,"Western",1223.2,23.41
"1283",2018-05-16,"Southern",641.09,52.96
"1284",2018-05-16,"Eastern",466.59,46.26
"1285",2018-05-16,"NorthEastern",30.13,13.75
"1286",2018-05-17,"Northern",645.24,244.89
"1287",2018-05-17,"Western",1223.2,23.41
"1288",2018-05-17,"Southern",641.09,52.96
"1289",2018-05-17,"Eastern",466.59,46.26
"1290",2018-05-17,"NorthEastern",30.13,13.75
"1291",2018-05-18,"Northern",647.45,244.89
"1292",2018-05-18,"Western",1223.2,23.41
"1293",2018-05-18,"Southern",641.09,52.96
"1294",2018-05-18,"Eastern",466.59,46.26
"1295",2018-05-18,"NorthEastern",30.13,13.75
"1296",2018-05-19,"Northern",649.43,244.89
"1297",2018-05-19,"Western",1223.2,23.41
"1298",2018-05-19,"Southern",641.09,52.96
"1299",2018-05-19,"Eastern",466.59,46.26
"1300",2018-05-19,"NorthEastern",30.13,13.75
"1301",2018-05-20,"Northern",646.95,244.89
"1302",2018-05-20,"Western",1223.2,23.41
"1303",2018-05-20,"Southern",641.09,52.96
"1304",2018-05-20,"Eastern",476.59,46.26
"1305",2018-05-20,"NorthEastern",30.13,13.75
"1306",2018-05-21,"Northern",646.95,244.89
"1307",2018-05-21,"Western",1220.65,23.41
"1308",2018-05-21,"Southern",641.09,52.96
"1309",2018-05-21,"Eastern",476.59,46.26
"1310",2018-05-21,"NorthEastern",30.13,13.75
"1311",2018-05-22,"Northern",646.95,244.89
"1312",2018-05-22,"Western",1223.44,23.41
"1313",2018-05-22,"Southern",637.09,52.96
"1314",2018-05-22,"Eastern",476.59,46.26
"1315",2018-05-22,"NorthEastern",30.13,13.75
"1316",2018-05-23,"Northern",647.32,244.89
"1317",2018-05-23,"Western",1223.44,23.41
"1318",2018-05-23,"Southern",637.09,52.96
"1319",2018-05-23,"Eastern",476.59,46.26
"1320",2018-05-23,"NorthEastern",30.13,13.75
"1321",2018-05-24,"Northern",647.32,244.89
"1322",2018-05-24,"Western",1223.44,23.41
"1323",2018-05-24,"Southern",632.48,52.96
"1324",2018-05-24,"Eastern",476.59,46.26
"1325",2018-05-24,"NorthEastern",30.13,13.75
"1326",2018-05-25,"Northern",647.32,244.89
"1327",2018-05-25,"Western",1206.19,23.41
"1328",2018-05-25,"Southern",632.48,52.96
"1329",2018-05-25,"Eastern",476.59,46.26
"1330",2018-05-25,"NorthEastern",30.13,13.75
"1331",2018-05-26,"Northern",647.32,244.89
"1332",2018-05-26,"Western",1211.36,23.41
"1333",2018-05-26,"Southern",632.48,52.96
"1334",2018-05-26,"Eastern",476.59,46.26
"1335",2018-05-26,"NorthEastern",30.13,13.75
"1336",2018-05-27,"Northern",647.32,244.89
"1337",2018-05-27,"Western",1211.36,23.41
"1338",2018-05-27,"Southern",637.08,52.96
"1339",2018-05-27,"Eastern",476.59,46.26
"1340",2018-05-27,"NorthEastern",30.13,13.75
"1341",2018-05-28,"Northern",648.94,244.89
"1342",2018-05-28,"Western",1211.36,23.41
"1343",2018-05-28,"Southern",637.08,52.96
"1344",2018-05-28,"Eastern",476.59,46.26
"1345",2018-05-28,"NorthEastern",30.13,13.75
"1346",2018-05-29,"Northern",648.94,244.89
"1347",2018-05-29,"Western",1211.36,23.41
"1348",2018-05-29,"Southern",637.08,52.96
"1349",2018-05-29,"Eastern",476.59,46.26
"1350",2018-05-29,"NorthEastern",30.13,13.75
"1351",2018-05-30,"Northern",649.8,244.89
"1352",2018-05-30,"Western",1211.36,23.41
"1353",2018-05-30,"Southern",637.08,52.96
"1354",2018-05-30,"Eastern",476.59,46.26
"1355",2018-05-30,"NorthEastern",30.13,13.75
"1356",2018-05-31,"Northern",649.8,244.89
"1357",2018-05-31,"Western",1211.36,23.41
"1358",2018-05-31,"Southern",637.08,52.96
"1359",2018-05-31,"Eastern",476.59,46.26
"1360",2018-05-31,"NorthEastern",30.13,13.75
"1361",2018-06-01,"Northern",649.77,303.99
"1362",2018-06-01,"Western",1156.93,16.99
"1363",2018-06-01,"Southern",600.53,38.45
"1364",2018-06-01,"Eastern",469.15,53.41
"1365",2018-06-01,"NorthEastern",30.25,21.71
"1366",2018-06-02,"Northern",647.41,303.99
"1367",2018-06-02,"Western",1156.93,16.99
"1368",2018-06-02,"Southern",600.53,38.45
"1369",2018-06-02,"Eastern",469.15,53.41
"1370",2018-06-02,"NorthEastern",30.25,21.71
"1371",2018-06-03,"Northern",647.41,303.99
"1372",2018-06-03,"Western",1156.93,16.99
"1373",2018-06-03,"Southern",600.53,38.45
"1374",2018-06-03,"Eastern",469.15,53.41
"1375",2018-06-03,"NorthEastern",30.25,21.71
"1376",2018-06-04,"Northern",651.38,303.99
"1377",2018-06-04,"Western",1156.67,16.99
"1378",2018-06-04,"Southern",600.53,38.45
"1379",2018-06-04,"Eastern",469.15,53.41
"1380",2018-06-04,"NorthEastern",30.25,21.71
"1381",2018-06-05,"Northern",651.38,303.99
"1382",2018-06-05,"Western",1156.67,16.99
"1383",2018-06-05,"Southern",600.53,38.45
"1384",2018-06-05,"Eastern",469.15,53.41
"1385",2018-06-05,"NorthEastern",30.25,21.71
"1386",2018-06-06,"Northern",651.38,303.99
"1387",2018-06-06,"Western",1166.67,16.99
"1388",2018-06-06,"Southern",604.53,38.45
"1389",2018-06-06,"Eastern",469.15,53.41
"1390",2018-06-06,"NorthEastern",30.25,21.71
"1391",2018-06-07,"Northern",663.59,303.99
"1392",2018-06-07,"Western",1162.17,16.99
"1393",2018-06-07,"Southern",604.53,38.45
"1394",2018-06-07,"Eastern",469.15,53.41
"1395",2018-06-07,"NorthEastern",30.25,21.71
"1396",2018-06-08,"Northern",663.59,303.99
"1397",2018-06-08,"Western",1162.17,16.99
"1398",2018-06-08,"Southern",604.53,38.45
"1399",2018-06-08,"Eastern",469.15,53.41
"1400",2018-06-08,"NorthEastern",30.25,21.71
"1401",2018-06-09,"Northern",663.59,303.99
"1402",2018-06-09,"Western",1165.4,16.99
"1403",2018-06-09,"Southern",604.53,38.45
"1404",2018-06-09,"Eastern",472.92,53.41
"1405",2018-06-09,"NorthEastern",30.25,21.71
"1406",2018-06-10,"Northern",671.9,303.99
"1407",2018-06-10,"Western",1165.4,16.99
"1408",2018-06-10,"Southern",604.53,38.45
"1409",2018-06-10,"Eastern",472.92,53.41
"1410",2018-06-10,"NorthEastern",30.25,21.71
"1411",2018-06-11,"Northern",667.8,303.99
"1412",2018-06-11,"Western",1165.4,16.99
"1413",2018-06-11,"Southern",604.53,38.45
"1414",2018-06-11,"Eastern",472.92,53.41
"1415",2018-06-11,"NorthEastern",30.25,21.71
"1416",2018-06-12,"Northern",667.8,303.99
"1417",2018-06-12,"Western",1159.95,16.99
"1418",2018-06-12,"Southern",604.53,38.45
"1419",2018-06-12,"Eastern",469.74,53.41
"1420",2018-06-12,"NorthEastern",30.25,21.71
"1421",2018-06-13,"Northern",667.8,303.99
"1422",2018-06-13,"Western",1150.87,16.99
"1423",2018-06-13,"Southern",604.53,38.45
"1424",2018-06-13,"Eastern",469.74,53.41
"1425",2018-06-13,"NorthEastern",30.25,21.71
"1426",2018-06-14,"Northern",667.8,303.99
"1427",2018-06-14,"Western",1150.87,16.99
"1428",2018-06-14,"Southern",604.53,38.45
"1429",2018-06-14,"Eastern",469.74,53.41
"1430",2018-06-14,"NorthEastern",30.25,21.71
"1431",2018-06-15,"Northern",667.8,303.99
"1432",2018-06-15,"Western",1153.43,16.99
"1433",2018-06-15,"Southern",581.6,38.45
"1434",2018-06-15,"Eastern",469.74,53.41
"1435",2018-06-15,"NorthEastern",30.25,21.71
"1436",2018-06-16,"Northern",667.8,303.99
"1437",2018-06-16,"Western",1138.23,16.99
"1438",2018-06-16,"Southern",585.2,38.45
"1439",2018-06-16,"Eastern",469.74,53.41
"1440",2018-06-16,"NorthEastern",30.25,21.71
"1441",2018-06-17,"Northern",667.8,303.99
"1442",2018-06-17,"Western",1138.23,16.99
"1443",2018-06-17,"Southern",585.2,38.45
"1444",2018-06-17,"Eastern",469.74,53.41
"1445",2018-06-17,"NorthEastern",30.25,21.71
"1446",2018-06-18,"Northern",667.8,303.99
"1447",2018-06-18,"Western",1140.92,16.99
"1448",2018-06-18,"Southern",585.2,38.45
"1449",2018-06-18,"Eastern",469.74,53.41
"1450",2018-06-18,"NorthEastern",30.25,21.71
"1451",2018-06-19,"Northern",667.94,303.99
"1452",2018-06-19,"Western",1140.92,16.99
"1453",2018-06-19,"Southern",585.2,38.45
"1454",2018-06-19,"Eastern",469.74,53.41
"1455",2018-06-19,"NorthEastern",30.25,21.71
"1456",2018-06-20,"Northern",664.82,303.99
"1457",2018-06-20,"Western",1140.92,16.99
"1458",2018-06-20,"Southern",585.2,38.45
"1459",2018-06-20,"Eastern",469.74,53.41
"1460",2018-06-20,"NorthEastern",30.25,21.71
"1461",2018-06-21,"Northern",664.82,303.99
"1462",2018-06-21,"Western",1125.32,16.99
"1463",2018-06-21,"Southern",585.6,38.45
"1464",2018-06-21,"Eastern",476.94,53.41
"1465",2018-06-21,"NorthEastern",30.25,21.71
"1466",2018-06-22,"Northern",665.68,303.99
"1467",2018-06-22,"Western",1125.32,16.99
"1468",2018-06-22,"Southern",584.98,38.45
"1469",2018-06-22,"Eastern",476.94,53.41
"1470",2018-06-22,"NorthEastern",30.25,21.71
"1471",2018-06-23,"Northern",665.68,303.99
"1472",2018-06-23,"Western",1125.32,16.99
"1473",2018-06-23,"Southern",571.34,38.45
"1474",2018-06-23,"Eastern",476.94,53.41
"1475",2018-06-23,"NorthEastern",30.25,21.71
"1476",2018-06-24,"Northern",665.68,303.99
"1477",2018-06-24,"Western",1136.32,16.99
"1478",2018-06-24,"Southern",567.99,38.45
"1479",2018-06-24,"Eastern",473.11,53.41
"1480",2018-06-24,"NorthEastern",30.25,21.71
"1481",2018-06-25,"Northern",658.72,303.99
"1482",2018-06-25,"Western",1140.27,16.99
"1483",2018-06-25,"Southern",567.99,38.45
"1484",2018-06-25,"Eastern",464.19,53.41
"1485",2018-06-25,"NorthEastern",30.25,21.71
"1486",2018-06-26,"Northern",658.72,303.99
"1487",2018-06-26,"Western",1146.67,16.99
"1488",2018-06-26,"Southern",576.99,38.45
"1489",2018-06-26,"Eastern",463.11,53.41
"1490",2018-06-26,"NorthEastern",30.25,21.71
"1491",2018-06-27,"Northern",658.72,303.99
"1492",2018-06-27,"Western",1162.72,16.99
"1493",2018-06-27,"Southern",576.99,38.45
"1494",2018-06-27,"Eastern",463.11,53.41
"1495",2018-06-27,"NorthEastern",30.25,21.71
"1496",2018-06-28,"Northern",658.72,303.99
"1497",2018-06-28,"Western",1162.72,16.99
"1498",2018-06-28,"Southern",576.99,38.45
"1499",2018-06-28,"Eastern",463.11,53.41
"1500",2018-06-28,"NorthEastern",30.25,21.71
"1501",2018-06-29,"Northern",658.72,303.99
"1502",2018-06-29,"Western",1162.72,16.99
"1503",2018-06-29,"Southern",572.88,38.45
"1504",2018-06-29,"Eastern",463.11,53.41
"1505",2018-06-29,"NorthEastern",30.25,21.71
"1506",2018-06-30,"Northern",658.72,303.99
"1507",2018-06-30,"Western",1162.72,16.99
"1508",2018-06-30,"Southern",572.88,38.45
"1509",2018-06-30,"Eastern",463.11,53.41
"1510",2018-06-30,"NorthEastern",30.25,21.71
"1511",2018-07-01,"Northern",645.49,314.44
"1512",2018-07-01,"Western",1094.62,21.91
"1513",2018-07-01,"Southern",544.82,62.52
"1514",2018-07-01,"Eastern",454.23,69.16
"1515",2018-07-01,"NorthEastern",30.1,30.46
"1516",2018-07-02,"Northern",645.3,314.44
"1517",2018-07-02,"Western",1094.62,21.91
"1518",2018-07-02,"Southern",544.82,62.52
"1519",2018-07-02,"Eastern",454.23,69.16
"1520",2018-07-02,"NorthEastern",30.1,30.46
"1521",2018-07-03,"Northern",644.14,314.44
"1522",2018-07-03,"Western",1094.62,21.91
"1523",2018-07-03,"Southern",544.82,62.52
"1524",2018-07-03,"Eastern",449.73,69.16
"1525",2018-07-03,"NorthEastern",30.1,30.46
"1526",2018-07-04,"Northern",644.14,314.44
"1527",2018-07-04,"Western",1094.62,21.91
"1528",2018-07-04,"Southern",541.49,62.52
"1529",2018-07-04,"Eastern",449.73,69.16
"1530",2018-07-04,"NorthEastern",30.1,30.46
"1531",2018-07-05,"Northern",644.14,314.44
"1532",2018-07-05,"Western",1084.37,21.91
"1533",2018-07-05,"Southern",541.49,62.52
"1534",2018-07-05,"Eastern",446.73,69.16
"1535",2018-07-05,"NorthEastern",30.1,30.46
"1536",2018-07-06,"Northern",645.02,314.44
"1537",2018-07-06,"Western",1099.95,21.91
"1538",2018-07-06,"Southern",541.49,62.52
"1539",2018-07-06,"Eastern",446.73,69.16
"1540",2018-07-06,"NorthEastern",30.1,30.46
"1541",2018-07-07,"Northern",645.02,314.44
"1542",2018-07-07,"Western",1086.95,21.91
"1543",2018-07-07,"Southern",541.49,62.52
"1544",2018-07-07,"Eastern",446.73,69.16
"1545",2018-07-07,"NorthEastern",30.1,30.46
"1546",2018-07-08,"Northern",641.42,314.44
"1547",2018-07-08,"Western",1112.08,21.91
"1548",2018-07-08,"Southern",541.49,62.52
"1549",2018-07-08,"Eastern",446.73,69.16
"1550",2018-07-08,"NorthEastern",30.1,30.46
"1551",2018-07-09,"Northern",647.51,314.44
"1552",2018-07-09,"Western",1112.08,21.91
"1553",2018-07-09,"Southern",541.59,62.52
"1554",2018-07-09,"Eastern",446.73,69.16
"1555",2018-07-09,"NorthEastern",30.1,30.46
"1556",2018-07-10,"Northern",633.21,314.44
"1557",2018-07-10,"Western",1107.14,21.91
"1558",2018-07-10,"Southern",537.37,62.52
"1559",2018-07-10,"Eastern",443.4,69.16
"1560",2018-07-10,"NorthEastern",30.1,30.46
"1561",2018-07-11,"Northern",633.4,314.44
"1562",2018-07-11,"Western",1107.14,21.91
"1563",2018-07-11,"Southern",546.61,62.52
"1564",2018-07-11,"Eastern",443.4,69.16
"1565",2018-07-11,"NorthEastern",30.1,30.46
"1566",2018-07-12,"Northern",633.4,314.44
"1567",2018-07-12,"Western",1107.14,21.91
"1568",2018-07-12,"Southern",547.26,62.52
"1569",2018-07-12,"Eastern",443.4,69.16
"1570",2018-07-12,"NorthEastern",30.1,30.46
"1571",2018-07-13,"Northern",633.4,314.44
"1572",2018-07-13,"Western",1107.14,21.91
"1573",2018-07-13,"Southern",547.26,62.52
"1574",2018-07-13,"Eastern",446.35,69.16
"1575",2018-07-13,"NorthEastern",30.1,30.46
"1576",2018-07-14,"Northern",633.4,314.44
"1577",2018-07-14,"Western",1107.14,21.91
"1578",2018-07-14,"Southern",547.26,62.52
"1579",2018-07-14,"Eastern",446.35,69.16
"1580",2018-07-14,"NorthEastern",30.1,30.46
"1581",2018-07-15,"Northern",637.99,314.44
"1582",2018-07-15,"Western",1103.64,21.91
"1583",2018-07-15,"Southern",536.69,62.52
"1584",2018-07-15,"Eastern",445.06,69.16
"1585",2018-07-15,"NorthEastern",30.1,30.46
"1586",2018-07-16,"Northern",634.79,314.44
"1587",2018-07-16,"Western",1118.83,21.91
"1588",2018-07-16,"Southern",546.4,62.52
"1589",2018-07-16,"Eastern",445.06,69.16
"1590",2018-07-16,"NorthEastern",30.1,30.46
"1591",2018-07-17,"Northern",634.98,314.44
"1592",2018-07-17,"Western",1117.9,21.91
"1593",2018-07-17,"Southern",549.87,62.52
"1594",2018-07-17,"Eastern",445.06,69.16
"1595",2018-07-17,"NorthEastern",30.1,30.46
"1596",2018-07-18,"Northern",634.98,314.44
"1597",2018-07-18,"Western",1128.11,21.91
"1598",2018-07-18,"Southern",549.87,62.52
"1599",2018-07-18,"Eastern",445.06,69.16
"1600",2018-07-18,"NorthEastern",30.1,30.46
"1601",2018-07-19,"Northern",634.98,314.44
"1602",2018-07-19,"Western",1128.11,21.91
"1603",2018-07-19,"Southern",549.87,62.52
"1604",2018-07-19,"Eastern",445.06,69.16
"1605",2018-07-19,"NorthEastern",30.1,30.46
"1606",2018-07-20,"Northern",637.23,314.44
"1607",2018-07-20,"Western",1129.73,21.91
"1608",2018-07-20,"Southern",559.87,62.52
"1609",2018-07-20,"Eastern",445.06,69.16
"1610",2018-07-20,"NorthEastern",30.1,30.46
"1611",2018-07-21,"Northern",637.23,314.44
"1612",2018-07-21,"Western",1120.84,21.91
"1613",2018-07-21,"Southern",564.78,62.52
"1614",2018-07-21,"Eastern",445.06,69.16
"1615",2018-07-21,"NorthEastern",30.1,30.46
"1616",2018-07-22,"Northern",650.83,314.44
"1617",2018-07-22,"Western",1117.89,21.91
"1618",2018-07-22,"Southern",573.78,62.52
"1619",2018-07-22,"Eastern",445.06,69.16
"1620",2018-07-22,"NorthEastern",30.1,30.46
"1621",2018-07-23,"Northern",650.83,314.44
"1622",2018-07-23,"Western",1116.71,21.91
"1623",2018-07-23,"Southern",582.56,62.52
"1624",2018-07-23,"Eastern",445.06,69.16
"1625",2018-07-23,"NorthEastern",30.1,30.46
"1626",2018-07-24,"Northern",650.83,314.44
"1627",2018-07-24,"Western",1088.1,21.91
"1628",2018-07-24,"Southern",572.08,62.52
"1629",2018-07-24,"Eastern",445.06,69.16
"1630",2018-07-24,"NorthEastern",30.1,30.46
"1631",2018-07-25,"Northern",650.83,314.44
"1632",2018-07-25,"Western",1090.53,21.91
"1633",2018-07-25,"Southern",568.08,62.52
"1634",2018-07-25,"Eastern",450.92,69.16
"1635",2018-07-25,"NorthEastern",30.1,30.46
"1636",2018-07-26,"Northern",658.16,314.44
"1637",2018-07-26,"Western",1108.21,21.91
"1638",2018-07-26,"Southern",573.65,62.52
"1639",2018-07-26,"Eastern",452.09,69.16
"1640",2018-07-26,"NorthEastern",30.1,30.46
"1641",2018-07-27,"Northern",658.16,314.44
"1642",2018-07-27,"Western",1108.21,21.91
"1643",2018-07-27,"Southern",573.65,62.52
"1644",2018-07-27,"Eastern",452.09,69.16
"1645",2018-07-27,"NorthEastern",30.1,30.46
"1646",2018-07-28,"Northern",658.16,314.44
"1647",2018-07-28,"Western",1097.91,21.91
"1648",2018-07-28,"Southern",573.65,62.52
"1649",2018-07-28,"Eastern",452.09,69.16
"1650",2018-07-28,"NorthEastern",30.1,30.46
"1651",2018-07-29,"Northern",658.15,314.44
"1652",2018-07-29,"Western",1097.91,21.91
"1653",2018-07-29,"Southern",577.65,62.52
"1654",2018-07-29,"Eastern",452.09,69.16
"1655",2018-07-29,"NorthEastern",30.1,30.46
"1656",2018-07-30,"Northern",658.15,314.44
"1657",2018-07-30,"Western",1095.63,21.91
"1658",2018-07-30,"Southern",586.15,62.52
"1659",2018-07-30,"Eastern",452.09,69.16
"1660",2018-07-30,"NorthEastern",30.1,30.46
"1661",2018-07-31,"Northern",658.15,314.44
"1662",2018-07-31,"Western",1106.43,21.91
"1663",2018-07-31,"Southern",590.15,62.52
"1664",2018-07-31,"Eastern",464.09,69.16
"1665",2018-07-31,"NorthEastern",30.1,30.46
"1666",2018-08-01,"Northern",669.65,327.74
"1667",2018-08-01,"Western",1094.18,43.32
"1668",2018-08-01,"Southern",609.71,84.41
"1669",2018-08-01,"Eastern",443.45,77.99
"1670",2018-08-01,"NorthEastern",30.1,31.81
"1671",2018-08-02,"Northern",669.65,327.74
"1672",2018-08-02,"Western",1104.18,43.32
"1673",2018-08-02,"Southern",609.71,84.41
"1674",2018-08-02,"Eastern",444.77,77.99
"1675",2018-08-02,"NorthEastern",30.1,31.81
"1676",2018-08-03,"Northern",669.65,327.74
"1677",2018-08-03,"Western",1107.12,43.32
"1678",2018-08-03,"Southern",609.71,84.41
"1679",2018-08-03,"Eastern",444.77,77.99
"1680",2018-08-03,"NorthEastern",30.1,31.81
"1681",2018-08-04,"Northern",664.65,327.74
"1682",2018-08-04,"Western",1107.12,43.32
"1683",2018-08-04,"Southern",611.32,84.41
"1684",2018-08-04,"Eastern",448.09,77.99
"1685",2018-08-04,"NorthEastern",30.1,31.81
"1686",2018-08-05,"Northern",667.84,327.74
"1687",2018-08-05,"Western",1101.07,43.32
"1688",2018-08-05,"Southern",611.32,84.41
"1689",2018-08-05,"Eastern",444.09,77.99
"1690",2018-08-05,"NorthEastern",30.1,31.81
"1691",2018-08-06,"Northern",667.84,327.74
"1692",2018-08-06,"Western",1106.92,43.32
"1693",2018-08-06,"Southern",611.32,84.41
"1694",2018-08-06,"Eastern",445.4,77.99
"1695",2018-08-06,"NorthEastern",30.1,31.81
"1696",2018-08-07,"Northern",656.82,327.74
"1697",2018-08-07,"Western",1106.92,43.32
"1698",2018-08-07,"Southern",611.32,84.41
"1699",2018-08-07,"Eastern",445.4,77.99
"1700",2018-08-07,"NorthEastern",30.1,31.81
"1701",2018-08-08,"Northern",655.94,327.74
"1702",2018-08-08,"Western",1106.92,43.32
"1703",2018-08-08,"Southern",611.32,84.41
"1704",2018-08-08,"Eastern",445.4,77.99
"1705",2018-08-08,"NorthEastern",30.1,31.81
"1706",2018-08-09,"Northern",655.94,327.74
"1707",2018-08-09,"Western",1117.18,43.32
"1708",2018-08-09,"Southern",611.32,84.41
"1709",2018-08-09,"Eastern",445.4,77.99
"1710",2018-08-09,"NorthEastern",30.1,31.81
"1711",2018-08-10,"Northern",655.94,327.74
"1712",2018-08-10,"Western",1111.98,43.32
"1713",2018-08-10,"Southern",610.87,84.41
"1714",2018-08-10,"Eastern",430.87,77.99
"1715",2018-08-10,"NorthEastern",30.1,31.81
"1716",2018-08-11,"Northern",655.94,327.74
"1717",2018-08-11,"Western",1127.98,43.32
"1718",2018-08-11,"Southern",610.87,84.41
"1719",2018-08-11,"Eastern",430.87,77.99
"1720",2018-08-11,"NorthEastern",30.1,31.81
"1721",2018-08-12,"Northern",656.79,327.74
"1722",2018-08-12,"Western",1127.98,43.32
"1723",2018-08-12,"Southern",610.87,84.41
"1724",2018-08-12,"Eastern",430.87,77.99
"1725",2018-08-12,"NorthEastern",30.1,31.81
"1726",2018-08-13,"Northern",657.67,327.74
"1727",2018-08-13,"Western",1127.98,43.32
"1728",2018-08-13,"Southern",610.87,84.41
"1729",2018-08-13,"Eastern",430.87,77.99
"1730",2018-08-13,"NorthEastern",30.1,31.81
"1731",2018-08-14,"Northern",660.9,327.74
"1732",2018-08-14,"Western",1127.98,43.32
"1733",2018-08-14,"Southern",610.87,84.41
"1734",2018-08-14,"Eastern",430.87,77.99
"1735",2018-08-14,"NorthEastern",30.1,31.81
"1736",2018-08-15,"Northern",660.9,327.74
"1737",2018-08-15,"Western",1136.13,43.32
"1738",2018-08-15,"Southern",597.37,84.41
"1739",2018-08-15,"Eastern",423.84,77.99
"1740",2018-08-15,"NorthEastern",30.1,31.81
"1741",2018-08-16,"Northern",660.9,327.74
"1742",2018-08-16,"Western",1135.88,43.32
"1743",2018-08-16,"Southern",608.87,84.41
"1744",2018-08-16,"Eastern",423.84,77.99
"1745",2018-08-16,"NorthEastern",30.1,31.81
"1746",2018-08-17,"Northern",660.9,327.74
"1747",2018-08-17,"Western",1133.25,43.32
"1748",2018-08-17,"Southern",605.37,84.41
"1749",2018-08-17,"Eastern",423.84,77.99
"1750",2018-08-17,"NorthEastern",30.1,31.81
"1751",2018-08-18,"Northern",660.89,327.74
"1752",2018-08-18,"Western",1147.25,43.32
"1753",2018-08-18,"Southern",605.37,84.41
"1754",2018-08-18,"Eastern",423.84,77.99
"1755",2018-08-18,"NorthEastern",30.1,31.81
"1756",2018-08-19,"Northern",658.54,327.74
"1757",2018-08-19,"Western",1162.48,43.32
"1758",2018-08-19,"Southern",608.83,84.41
"1759",2018-08-19,"Eastern",423.84,77.99
"1760",2018-08-19,"NorthEastern",30.1,31.81
"1761",2018-08-20,"Northern",658.54,327.74
"1762",2018-08-20,"Western",1159.17,43.32
"1763",2018-08-20,"Southern",608.83,84.41
"1764",2018-08-20,"Eastern",413.73,77.99
"1765",2018-08-20,"NorthEastern",30.1,31.81
"1766",2018-08-21,"Northern",659.25,327.74
"1767",2018-08-21,"Western",1151.31,43.32
"1768",2018-08-21,"Southern",608.83,84.41
"1769",2018-08-21,"Eastern",415.73,77.99
"1770",2018-08-21,"NorthEastern",30.1,31.81
"1771",2018-08-22,"Northern",659.25,327.74
"1772",2018-08-22,"Western",1163.35,43.32
"1773",2018-08-22,"Southern",600.07,84.41
"1774",2018-08-22,"Eastern",415.73,77.99
"1775",2018-08-22,"NorthEastern",30.1,31.81
"1776",2018-08-23,"Northern",657.25,327.74
"1777",2018-08-23,"Western",1145.98,43.32
"1778",2018-08-23,"Southern",613.62,84.41
"1779",2018-08-23,"Eastern",419.4,77.99
"1780",2018-08-23,"NorthEastern",30.1,31.81
"1781",2018-08-24,"Northern",654.9,327.74
"1782",2018-08-24,"Western",1141.85,43.32
"1783",2018-08-24,"Southern",611.57,84.41
"1784",2018-08-24,"Eastern",419.4,77.99
"1785",2018-08-24,"NorthEastern",30.1,31.81
"1786",2018-08-25,"Northern",654.9,327.74
"1787",2018-08-25,"Western",1147.45,43.32
"1788",2018-08-25,"Southern",611.57,84.41
"1789",2018-08-25,"Eastern",419.4,77.99
"1790",2018-08-25,"NorthEastern",30.1,31.81
"1791",2018-08-26,"Northern",656.9,327.74
"1792",2018-08-26,"Western",1150.62,43.32
"1793",2018-08-26,"Southern",611.57,84.41
"1794",2018-08-26,"Eastern",424.9,77.99
"1795",2018-08-26,"NorthEastern",30.1,31.81
"1796",2018-08-27,"Northern",659.25,327.74
"1797",2018-08-27,"Western",1160.8,43.32
"1798",2018-08-27,"Southern",611.57,84.41
"1799",2018-08-27,"Eastern",424.9,77.99
"1800",2018-08-27,"NorthEastern",30.1,31.81
"1801",2018-08-28,"Northern",659.25,327.74
"1802",2018-08-28,"Western",1161.67,43.32
"1803",2018-08-28,"Southern",611.57,84.41
"1804",2018-08-28,"Eastern",423.42,77.99
"1805",2018-08-28,"NorthEastern",30.1,31.81
"1806",2018-08-29,"Northern",669.47,327.74
"1807",2018-08-29,"Western",1161.67,43.32
"1808",2018-08-29,"Southern",611.57,84.41
"1809",2018-08-29,"Eastern",423.42,77.99
"1810",2018-08-29,"NorthEastern",30.1,31.81
