"","Date","Region","Thermal.Generation.Actual..in.MU.","Hydro.Generation.Actual..in.MU."
"3855",2019-10-13,"NorthEastern",34.89,26.91
"3856",2019-10-14,"Northern",714.33,157.27
"3857",2019-10-14,"Western",1343.26,34.47
"3858",2019-10-14,"Southern",605.33,84.88
"3859",2019-10-14,"Eastern",528.19,64.81
"3860",2019-10-14,"NorthEastern",34.89,26.91
"3861",2019-10-15,"Northern",711.29,157.27
"3862",2019-10-15,"Western",1341.76,34.47
"3863",2019-10-15,"Southern",605.37,84.88
"3864",2019-10-15,"Eastern",528.19,64.81
"3865",2019-10-15,"NorthEastern",34.89,26.91
"3866",2019-10-16,"Northern",711.29,157.27
"3867",2019-10-16,"Western",1341.76,34.47
"3868",2019-10-16,"Southern",612.5,84.88
"3869",2019-10-16,"Eastern",528.19,64.81
"3870",2019-10-16,"NorthEastern",34.89,26.91
"3871",2019-10-17,"Northern",711.29,157.27
"3872",2019-10-17,"Western",1341.76,34.47
"3873",2019-10-17,"Southern",612.5,84.88
"3874",2019-10-17,"Eastern",528.19,64.81
"3875",2019-10-17,"NorthEastern",34.89,26.91
"3876",2019-10-18,"Northern",711.29,157.27
"3877",2019-10-18,"Western",1341.76,34.47
"3878",2019-10-18,"Southern",612.5,84.88
"3879",2019-10-18,"Eastern",528.19,64.81
"3880",2019-10-18,"NorthEastern",34.89,26.91
"3881",2019-10-19,"Northern",713.94,157.27
"3882",2019-10-19,"Western",1341.76,34.47
"3883",2019-10-19,"Southern",612.5,84.88
"3884",2019-10-19,"Eastern",528.19,64.81
"3885",2019-10-19,"NorthEastern",34.89,26.91
"3886",2019-10-20,"Northern",711.29,157.27
"3887",2019-10-20,"Western",1341.76,34.47
"3888",2019-10-20,"Southern",612.5,84.88
"3889",2019-10-20,"Eastern",528.19,64.81
"3890",2019-10-20,"NorthEastern",35.47,26.91
"3891",2019-10-21,"Northern",711.29,157.27
"3892",2019-10-21,"Western",1341.76,34.47
"3893",2019-10-21,"Southern",613.5,84.88
"3894",2019-10-21,"Eastern",528.19,64.81
"3895",2019-10-21,"NorthEastern",35.47,26.91
"3896",2019-10-22,"Northern",714.33,157.27
"3897",2019-10-22,"Western",1341.76,34.47
"3898",2019-10-22,"Southern",613.5,84.88
"3899",2019-10-22,"Eastern",528.19,64.81
"3900",2019-10-22,"NorthEastern",35.47,26.91
"3901",2019-10-23,"Northern",714.33,157.27
"3902",2019-10-23,"Western",1337.94,34.47
"3903",2019-10-23,"Southern",613.5,84.88
"3904",2019-10-23,"Eastern",528.19,64.81
"3905",2019-10-23,"NorthEastern",35.47,26.91
"3906",2019-10-24,"Northern",714.33,157.27
"3907",2019-10-24,"Western",1337.94,34.47
"3908",2019-10-24,"Southern",613.5,84.88
"3909",2019-10-24,"Eastern",528.19,64.81
"3910",2019-10-24,"NorthEastern",35.47,26.91
"3911",2019-10-25,"Northern",714.26,157.27
"3912",2019-10-25,"Western",1337.94,34.47
"3913",2019-10-25,"Southern",613.5,84.88
"3914",2019-10-25,"Eastern",528.19,64.81
"3915",2019-10-25,"NorthEastern",35.47,26.91
"3916",2019-10-26,"Northern",714.26,157.27
"3917",2019-10-26,"Western",1337.94,34.47
"3918",2019-10-26,"Southern",603.7,84.88
"3919",2019-10-26,"Eastern",528.19,64.81
"3920",2019-10-26,"NorthEastern",35.47,26.91
"3921",2019-10-27,"Northern",714.26,157.27
"3922",2019-10-27,"Western",1340.74,34.47
"3923",2019-10-27,"Southern",603.7,84.88
"3924",2019-10-27,"Eastern",528.19,64.81
"3925",2019-10-27,"NorthEastern",35.47,26.91
"3926",2019-10-28,"Northern",716.91,157.27
"3927",2019-10-28,"Western",1340.74,34.47
"3928",2019-10-28,"Southern",603.7,84.88
"3929",2019-10-28,"Eastern",528.19,64.81
"3930",2019-10-28,"NorthEastern",35.47,26.91
"3931",2019-10-29,"Northern",716.98,157.27
"3932",2019-10-29,"Western",1340.74,34.47
"3933",2019-10-29,"Southern",603.7,84.88
"3934",2019-10-29,"Eastern",527.42,64.81
"3935",2019-10-29,"NorthEastern",35.47,26.91
"3936",2019-10-30,"Northern",716.98,157.27
"3937",2019-10-30,"Western",1340.74,34.47
"3938",2019-10-30,"Southern",603.7,84.88
"3939",2019-10-30,"Eastern",527.42,64.81
"3940",2019-10-30,"NorthEastern",35.47,26.91
"3941",2019-10-31,"Northern",716.98,157.27
"3942",2019-10-31,"Western",1340.74,34.47
"3943",2019-10-31,"Southern",603.7,84.88
"3944",2019-10-31,"Eastern",527.42,64.81
"3945",2019-10-31,"NorthEastern",35.47,26.91
"3946",2019-11-01,"Northern",678.04,117.75
"3947",2019-11-01,"Western",1302.91,36.4
"3948",2019-11-01,"Southern",580.74,64.27
"3949",2019-11-01,"Eastern",480.63,37.92
"3950",2019-11-01,"NorthEastern",35.52,18.37
"3951",2019-11-02,"Northern",678.04,117.75
"3952",2019-11-02,"Western",1302.91,36.4
"3953",2019-11-02,"Southern",580.74,64.27
"3954",2019-11-02,"Eastern",480.63,37.92
"3955",2019-11-02,"NorthEastern",35.52,18.37
"3956",2019-11-03,"Northern",678.15,117.75
"3957",2019-11-03,"Western",1302.91,36.4
"3958",2019-11-03,"Southern",580.74,64.27
"3959",2019-11-03,"Eastern",480.63,37.92
"3960",2019-11-03,"NorthEastern",35.52,18.37
"3961",2019-11-04,"Northern",668.86,117.75
"3962",2019-11-04,"Western",1302.91,36.4
"3963",2019-11-04,"Southern",580.74,64.27
"3964",2019-11-04,"Eastern",480.63,37.92
"3965",2019-11-04,"NorthEastern",35.52,18.37
"3966",2019-11-05,"Northern",668.86,117.75
"3967",2019-11-05,"Western",1300.35,36.4
"3968",2019-11-05,"Southern",580.74,64.27
"3969",2019-11-05,"Eastern",480.63,37.92
"3970",2019-11-05,"NorthEastern",35.52,18.37
"3971",2019-11-06,"Northern",670.82,117.75
"3972",2019-11-06,"Western",1300.35,36.4
"3973",2019-11-06,"Southern",580.74,64.27
"3974",2019-11-06,"Eastern",480.63,37.92
"3975",2019-11-06,"NorthEastern",35.52,18.37
"3976",2019-11-07,"Northern",670.82,117.75
"3977",2019-11-07,"Western",1300.35,36.4
"3978",2019-11-07,"Southern",571.91,64.27
"3979",2019-11-07,"Eastern",480.63,37.92
"3980",2019-11-07,"NorthEastern",35.52,18.37
"3981",2019-11-08,"Northern",657.39,117.75
"3982",2019-11-08,"Western",1315.13,36.4
"3983",2019-11-08,"Southern",571.91,64.27
"3984",2019-11-08,"Eastern",484.24,37.92
"3985",2019-11-08,"NorthEastern",34.95,18.37
"3986",2019-11-09,"Northern",657.39,117.75
"3987",2019-11-09,"Western",1315.13,36.4
"3988",2019-11-09,"Southern",576.09,64.27
"3989",2019-11-09,"Eastern",484.24,37.92
"3990",2019-11-09,"NorthEastern",34.95,18.37
"3991",2019-11-10,"Northern",647.61,117.75
"3992",2019-11-10,"Western",1290.39,36.4
"3993",2019-11-10,"Southern",576.09,64.27
"3994",2019-11-10,"Eastern",474.57,37.92
"3995",2019-11-10,"NorthEastern",34.95,18.37
"3996",2019-11-11,"Northern",647.61,117.75
"3997",2019-11-11,"Western",1290.39,36.4
"3998",2019-11-11,"Southern",576.09,64.27
"3999",2019-11-11,"Eastern",474.57,37.92
"4000",2019-11-11,"NorthEastern",34.95,18.37
"4001",2019-11-12,"Northern",646.97,117.75
"4002",2019-11-12,"Western",1289.69,36.4
"4003",2019-11-12,"Southern",576.09,64.27
"4004",2019-11-12,"Eastern",471.22,37.92
"4005",2019-11-12,"NorthEastern",34.95,18.37
"4006",2019-11-13,"Northern",646.97,117.75
"4007",2019-11-13,"Western",1289.69,36.4
"4008",2019-11-13,"Southern",576.09,64.27
"4009",2019-11-13,"Eastern",471.22,37.92
"4010",2019-11-13,"NorthEastern",34.95,18.37
"4011",2019-11-14,"Northern",646.97,117.75
"4012",2019-11-14,"Western",1289.69,36.4
"4013",2019-11-14,"Southern",576.09,64.27
"4014",2019-11-14,"Eastern",471.22,37.92
"4015",2019-11-14,"NorthEastern",34.95,18.37
"4016",2019-11-15,"Northern",642.8,117.75
"4017",2019-11-15,"Western",1276.96,36.4
"4018",2019-11-15,"Southern",586.65,64.27
"4019",2019-11-15,"Eastern",484.03,37.92
"4020",2019-11-15,"NorthEastern",34.95,18.37
"4021",2019-11-16,"Northern",642.8,117.75
"4022",2019-11-16,"Western",1280.76,36.4
"4023",2019-11-16,"Southern",586.65,64.27
"4024",2019-11-16,"Eastern",474.7,37.92
"4025",2019-11-16,"NorthEastern",34.95,18.37
"4026",2019-11-17,"Northern",642.8,117.75
"4027",2019-11-17,"Western",1283.32,36.4
"4028",2019-11-17,"Southern",586.65,64.27
"4029",2019-11-17,"Eastern",474.7,37.92
"4030",2019-11-17,"NorthEastern",34.95,18.37
"4031",2019-11-18,"Northern",640.72,117.75
"4032",2019-11-18,"Western",1283.32,36.4
"4033",2019-11-18,"Southern",586.65,64.27
"4034",2019-11-18,"Eastern",474.7,37.92
"4035",2019-11-18,"NorthEastern",34.95,18.37
"4036",2019-11-19,"Northern",644.14,117.75
"4037",2019-11-19,"Western",1280.76,36.4
"4038",2019-11-19,"Southern",586.65,64.27
"4039",2019-11-19,"Eastern",478.05,37.92
"4040",2019-11-19,"NorthEastern",34.95,18.37
"4041",2019-11-20,"Northern",644.14,117.75
"4042",2019-11-20,"Western",1280.76,36.4
"4043",2019-11-20,"Southern",590.29,64.27
"4044",2019-11-20,"Eastern",478.05,37.92
"4045",2019-11-20,"NorthEastern",34.95,18.37
"4046",2019-11-21,"Northern",644.14,117.75
"4047",2019-11-21,"Western",1280.76,36.4
"4048",2019-11-21,"Southern",590.29,64.27
"4049",2019-11-21,"Eastern",478.05,37.92
"4050",2019-11-21,"NorthEastern",34.95,18.37
"4051",2019-11-22,"Northern",644.89,117.75
"4052",2019-11-22,"Western",1280.76,36.4
"4053",2019-11-22,"Southern",590.29,64.27
"4054",2019-11-22,"Eastern",478.05,37.92
"4055",2019-11-22,"NorthEastern",34.95,18.37
"4056",2019-11-23,"Northern",656.52,117.75
"4057",2019-11-23,"Western",1280.76,36.4
"4058",2019-11-23,"Southern",590.29,64.27
"4059",2019-11-23,"Eastern",478.05,37.92
"4060",2019-11-23,"NorthEastern",34.95,18.37
"4061",2019-11-24,"Northern",656.16,117.75
"4062",2019-11-24,"Western",1280.76,36.4
"4063",2019-11-24,"Southern",590.29,64.27
"4064",2019-11-24,"Eastern",474.7,37.92
"4065",2019-11-24,"NorthEastern",34.95,18.37
"4066",2019-11-25,"Northern",652.41,117.75
"4067",2019-11-25,"Western",1280.76,36.4
"4068",2019-11-25,"Southern",590.29,64.27
"4069",2019-11-25,"Eastern",474.7,37.92
"4070",2019-11-25,"NorthEastern",34.95,18.37
"4071",2019-11-26,"Northern",659.61,117.75
"4072",2019-11-26,"Western",1277.76,36.4
"4073",2019-11-26,"Southern",603.49,64.27
"4074",2019-11-26,"Eastern",474.7,37.92
"4075",2019-11-26,"NorthEastern",34.95,18.37
"4076",2019-11-27,"Northern",659.61,117.75
"4077",2019-11-27,"Western",1277.76,36.4
"4078",2019-11-27,"Southern",599.49,64.27
"4079",2019-11-27,"Eastern",474.7,37.92
"4080",2019-11-27,"NorthEastern",34.95,18.37
"4081",2019-11-28,"Northern",659.61,117.75
"4082",2019-11-28,"Western",1277.76,36.4
"4083",2019-11-28,"Southern",599.49,64.27
"4084",2019-11-28,"Eastern",474.7,37.92
"4085",2019-11-28,"NorthEastern",34.95,18.37
"4086",2019-11-29,"Northern",659.97,117.75
"4087",2019-11-29,"Western",1277.76,36.4
"4088",2019-11-29,"Southern",599.49,64.27
"4089",2019-11-29,"Eastern",478.2,37.92
"4090",2019-11-29,"NorthEastern",34.95,18.37
"4091",2019-11-30,"Northern",659.97,117.75
"4092",2019-11-30,"Western",1273.55,36.4
"4093",2019-11-30,"Southern",599.49,64.27
"4094",2019-11-30,"Eastern",478.2,37.92
"4095",2019-11-30,"NorthEastern",34.95,18.37
"4096",2019-12-01,"Northern",637.62,104.8
"4097",2019-12-01,"Western",1272.14,33.35
"4098",2019-12-01,"Southern",604.03,59.11
"4099",2019-12-01,"Eastern",470.22,25.63
"4100",2019-12-01,"NorthEastern",34.92,14.6
"4101",2019-12-02,"Northern",637.72,104.8
"4102",2019-12-02,"Western",1272.14,33.35
"4103",2019-12-02,"Southern",604.03,59.11
"4104",2019-12-02,"Eastern",464.6,25.63
"4105",2019-12-02,"NorthEastern",34.92,14.6
"4106",2019-12-03,"Northern",637.72,104.8
"4107",2019-12-03,"Western",1269.64,33.35
"4108",2019-12-03,"Southern",604.03,59.11
"4109",2019-12-03,"Eastern",464.6,25.63
"4110",2019-12-03,"NorthEastern",35.44,14.6
"4111",2019-12-04,"Northern",639.36,104.8
"4112",2019-12-04,"Western",1269.64,33.35
"4113",2019-12-04,"Southern",604.03,59.11
"4114",2019-12-04,"Eastern",467.64,25.63
"4115",2019-12-04,"NorthEastern",35.44,14.6
"4116",2019-12-05,"Northern",639.36,104.8
"4117",2019-12-05,"Western",1269.64,33.35
"4118",2019-12-05,"Southern",613.81,59.11
"4119",2019-12-05,"Eastern",467.64,25.63
"4120",2019-12-05,"NorthEastern",35.44,14.6
"4121",2019-12-06,"Northern",639.36,104.8
"4122",2019-12-06,"Western",1269.64,33.35
"4123",2019-12-06,"Southern",613.81,59.11
"4124",2019-12-06,"Eastern",486.52,25.63
"4125",2019-12-06,"NorthEastern",35.44,14.6
"4126",2019-12-07,"Northern",639.36,104.8
"4127",2019-12-07,"Western",1269.64,33.35
"4128",2019-12-07,"Southern",613.81,59.11
"4129",2019-12-07,"Eastern",486.52,25.63
"4130",2019-12-07,"NorthEastern",35.44,14.6
"4131",2019-12-08,"Northern",639.36,104.8
"4132",2019-12-08,"Western",1269.64,33.35
"4133",2019-12-08,"Southern",613.81,59.11
"4134",2019-12-08,"Eastern",486.52,25.63
"4135",2019-12-08,"NorthEastern",35.44,14.6
"4136",2019-12-09,"Northern",641.66,104.8
"4137",2019-12-09,"Western",1269.64,33.35
"4138",2019-12-09,"Southern",613.81,59.11
"4139",2019-12-09,"Eastern",486.52,25.63
"4140",2019-12-09,"NorthEastern",35.44,14.6
"4141",2019-12-10,"Northern",632.96,104.8
"4142",2019-12-10,"Western",1269.64,33.35
"4143",2019-12-10,"Southern",613.81,59.11
"4144",2019-12-10,"Eastern",490.61,25.63
"4145",2019-12-10,"NorthEastern",35.44,14.6
"4146",2019-12-11,"Northern",632.96,104.8
"4147",2019-12-11,"Western",1269.64,33.35
"4148",2019-12-11,"Southern",609.81,59.11
"4149",2019-12-11,"Eastern",487.61,25.63
"4150",2019-12-11,"NorthEastern",35.44,14.6
"4151",2019-12-12,"Northern",632.96,104.8
"4152",2019-12-12,"Western",1269.64,33.35
"4153",2019-12-12,"Southern",622.71,59.11
"4154",2019-12-12,"Eastern",487.61,25.63
"4155",2019-12-12,"NorthEastern",35.44,14.6
"4156",2019-12-13,"Northern",636.75,104.8
"4157",2019-12-13,"Western",1269.64,33.35
"4158",2019-12-13,"Southern",627.34,59.11
"4159",2019-12-13,"Eastern",487.61,25.63
"4160",2019-12-13,"NorthEastern",35.44,14.6
"4161",2019-12-14,"Northern",628.64,104.8
"4162",2019-12-14,"Western",1269.64,33.35
"4163",2019-12-14,"Southern",624.03,59.11
"4164",2019-12-14,"Eastern",487.61,25.63
"4165",2019-12-14,"NorthEastern",35.44,14.6
"4166",2019-12-15,"Northern",626.8,104.8
"4167",2019-12-15,"Western",1283.14,33.35
"4168",2019-12-15,"Southern",624.03,59.11
"4169",2019-12-15,"Eastern",487.61,25.63
"4170",2019-12-15,"NorthEastern",35.44,14.6
"4171",2019-12-16,"Northern",646.42,104.8
"4172",2019-12-16,"Western",1282.46,33.35
"4173",2019-12-16,"Southern",630.85,59.11
"4174",2019-12-16,"Eastern",487.61,25.63
"4175",2019-12-16,"NorthEastern",35.44,14.6
"4176",2019-12-17,"Northern",646.42,104.8
"4177",2019-12-17,"Western",1282.46,33.35
"4178",2019-12-17,"Southern",630.85,59.11
"4179",2019-12-17,"Eastern",487.61,25.63
"4180",2019-12-17,"NorthEastern",35.44,14.6
"4181",2019-12-18,"Northern",650.57,104.8
"4182",2019-12-18,"Western",1282.46,33.35
"4183",2019-12-18,"Southern",630.85,59.11
"4184",2019-12-18,"Eastern",487.61,25.63
"4185",2019-12-18,"NorthEastern",35.44,14.6
"4186",2019-12-19,"Northern",673.5,104.8
"4187",2019-12-19,"Western",1283.14,33.35
"4188",2019-12-19,"Southern",630.85,59.11
"4189",2019-12-19,"Eastern",487.61,25.63
"4190",2019-12-19,"NorthEastern",35.44,14.6
"4191",2019-12-20,"Northern",675.92,104.8
"4192",2019-12-20,"Western",1266.45,33.35
"4193",2019-12-20,"Southern",630.85,59.11
"4194",2019-12-20,"Eastern",487.65,25.63
"4195",2019-12-20,"NorthEastern",35.44,14.6
"4196",2019-12-21,"Northern",676.3,104.8
"4197",2019-12-21,"Western",1280.89,33.35
"4198",2019-12-21,"Southern",630.85,59.11
"4199",2019-12-21,"Eastern",483.8,25.63
"4200",2019-12-21,"NorthEastern",35.44,14.6
"4201",2019-12-22,"Northern",676.3,104.8
"4202",2019-12-22,"Western",1280.89,33.35
"4203",2019-12-22,"Southern",630.85,59.11
"4204",2019-12-22,"Eastern",483.8,25.63
"4205",2019-12-22,"NorthEastern",35.44,14.6
"4206",2019-12-23,"Northern",676.3,104.8
"4207",2019-12-23,"Western",1280.89,33.35
"4208",2019-12-23,"Southern",630.85,59.11
"4209",2019-12-23,"Eastern",479.85,25.63
"4210",2019-12-23,"NorthEastern",35.44,14.6
"4211",2019-12-24,"Northern",676.3,104.8
"4212",2019-12-24,"Western",1280.89,33.35
"4213",2019-12-24,"Southern",630.85,59.11
"4214",2019-12-24,"Eastern",479.85,25.63
"4215",2019-12-24,"NorthEastern",35.44,14.6
"4216",2019-12-25,"Northern",676.3,104.8
"4217",2019-12-25,"Western",1280.89,33.35
"4218",2019-12-25,"Southern",626.85,59.11
"4219",2019-12-25,"Eastern",479.56,25.63
"4220",2019-12-25,"NorthEastern",35.44,14.6
"4221",2019-12-26,"Northern",685.97,104.8
"4222",2019-12-26,"Western",1280.89,33.35
"4223",2019-12-26,"Southern",635.02,59.11
"4224",2019-12-26,"Eastern",485.39,25.63
"4225",2019-12-26,"NorthEastern",35.44,14.6
"4226",2019-12-27,"Northern",685.97,104.8
"4227",2019-12-27,"Western",1289.27,33.35
"4228",2019-12-27,"Southern",635.02,59.11
"4229",2019-12-27,"Eastern",490.97,25.63
"4230",2019-12-27,"NorthEastern",35.44,14.6
"4231",2019-12-28,"Northern",685.97,104.8
"4232",2019-12-28,"Western",1290.1,33.35
"4233",2019-12-28,"Southern",635.02,59.11
"4234",2019-12-28,"Eastern",490.97,25.63
"4235",2019-12-28,"NorthEastern",35.44,14.6
"4236",2019-12-29,"Northern",685.97,104.8
"4237",2019-12-29,"Western",1290.1,33.35
"4238",2019-12-29,"Southern",635.02,59.11
"4239",2019-12-29,"Eastern",490.97,25.63
"4240",2019-12-29,"NorthEastern",35.44,14.6
"4241",2019-12-30,"Northern",685.97,104.8
"4242",2019-12-30,"Western",1290.1,33.35
"4243",2019-12-30,"Southern",635.02,59.11
"4244",2019-12-30,"Eastern",490.97,25.63
"4245",2019-12-30,"NorthEastern",35.44,14.6
"4246",2019-12-31,"Northern",703.04,104.8
"4247",2019-12-31,"Western",1302.1,33.35
"4248",2019-12-31,"Southern",635.02,59.11
"4249",2019-12-31,"Eastern",490.97,25.63
"4250",2019-12-31,"NorthEastern",35.44,14.6
"4251",2020-01-01,"Northern",671.49,95.94
"4252",2020-01-01,"Western",1296.04,30.71
"4253",2020-01-01,"Southern",632.65,63.94
"4254",2020-01-01,"Eastern",484.74,23.17
"4255",2020-01-01,"NorthEastern",34.74,11.06
"4256",2020-01-02,"Northern",671.53,95.94
"4257",2020-01-02,"Western",1296.04,30.71
"4258",2020-01-02,"Southern",632.65,63.94
"4259",2020-01-02,"Eastern",484.74,23.17
"4260",2020-01-02,"NorthEastern",34.74,11.06
"4261",2020-01-03,"Northern",671.86,95.94
"4262",2020-01-03,"Western",1296.04,30.71
"4263",2020-01-03,"Southern",632.65,63.94
"4264",2020-01-03,"Eastern",484.74,23.17
"4265",2020-01-03,"NorthEastern",34.74,11.06
"4266",2020-01-04,"Northern",671.86,95.94
"4267",2020-01-04,"Western",1288.18,30.71
"4268",2020-01-04,"Southern",635.97,63.94
"4269",2020-01-04,"Eastern",484.74,23.17
"4270",2020-01-04,"NorthEastern",34.74,11.06
"4271",2020-01-05,"Northern",671.86,95.94
"4272",2020-01-05,"Western",1295.29,30.71
"4273",2020-01-05,"Southern",635.97,63.94
"4274",2020-01-05,"Eastern",510.11,23.17
"4275",2020-01-05,"NorthEastern",34.74,11.06
"4276",2020-01-06,"Northern",671.86,95.94
"4277",2020-01-06,"Western",1289.73,30.71
"4278",2020-01-06,"Southern",635.97,63.94
"4279",2020-01-06,"Eastern",510.11,23.17
"4280",2020-01-06,"NorthEastern",34.74,11.06
"4281",2020-01-07,"Northern",671.86,95.94
"4282",2020-01-07,"Western",1289.73,30.71
"4283",2020-01-07,"Southern",635.97,63.94
"4284",2020-01-07,"Eastern",510.11,23.17
"4285",2020-01-07,"NorthEastern",34.74,11.06
"4286",2020-01-08,"Northern",674.4,95.94
"4287",2020-01-08,"Western",1289.73,30.71
"4288",2020-01-08,"Southern",635.97,63.94
"4289",2020-01-08,"Eastern",510.11,23.17
"4290",2020-01-08,"NorthEastern",34.74,11.06
"4291",2020-01-09,"Northern",674.4,95.94
"4292",2020-01-09,"Western",1289.73,30.71
"4293",2020-01-09,"Southern",639.88,63.94
"4294",2020-01-09,"Eastern",510.11,23.17
"4295",2020-01-09,"NorthEastern",34.74,11.06
"4296",2020-01-10,"Northern",674.4,95.94
"4297",2020-01-10,"Western",1288.69,30.71
"4298",2020-01-10,"Southern",639.88,63.94
"4299",2020-01-10,"Eastern",510.11,23.17
"4300",2020-01-10,"NorthEastern",34.74,11.06
"4301",2020-01-11,"Northern",674.4,95.94
"4302",2020-01-11,"Western",1288.69,30.71
"4303",2020-01-11,"Southern",639.88,63.94
"4304",2020-01-11,"Eastern",510.11,23.17
"4305",2020-01-11,"NorthEastern",34.74,11.06
"4306",2020-01-12,"Northern",674.4,95.94
"4307",2020-01-12,"Western",1288.98,30.71
"4308",2020-01-12,"Southern",639.88,63.94
"4309",2020-01-12,"Eastern",510.11,23.17
"4310",2020-01-12,"NorthEastern",34.74,11.06
"4311",2020-01-13,"Northern",674.4,95.94
"4312",2020-01-13,"Western",1288.98,30.71
"4313",2020-01-13,"Southern",639.88,63.94
"4314",2020-01-13,"Eastern",510.11,23.17
"4315",2020-01-13,"NorthEastern",34.74,11.06
"4316",2020-01-14,"Northern",671.55,95.94
"4317",2020-01-14,"Western",1296.84,30.71
"4318",2020-01-14,"Southern",639.88,63.94
"4319",2020-01-14,"Eastern",510.11,23.17
"4320",2020-01-14,"NorthEastern",34.74,11.06
"4321",2020-01-15,"Northern",669.41,95.94
"4322",2020-01-15,"Western",1296.75,30.71
"4323",2020-01-15,"Southern",639.88,63.94
"4324",2020-01-15,"Eastern",495.68,23.17
"4325",2020-01-15,"NorthEastern",34.74,11.06
"4326",2020-01-16,"Northern",669.41,95.94
"4327",2020-01-16,"Western",1307.5,30.71
"4328",2020-01-16,"Southern",639.88,63.94
"4329",2020-01-16,"Eastern",489.52,23.17
"4330",2020-01-16,"NorthEastern",34.74,11.06
"4331",2020-01-17,"Northern",669.41,95.94
"4332",2020-01-17,"Western",1308.54,30.71
"4333",2020-01-17,"Southern",639.88,63.94
"4334",2020-01-17,"Eastern",489.26,23.17
"4335",2020-01-17,"NorthEastern",34.74,11.06
"4336",2020-01-18,"Northern",669.41,95.94
"4337",2020-01-18,"Western",1308.54,30.71
"4338",2020-01-18,"Southern",639.88,63.94
"4339",2020-01-18,"Eastern",489.26,23.17
"4340",2020-01-18,"NorthEastern",34.74,11.06
"4341",2020-01-19,"Northern",679.46,95.94
"4342",2020-01-19,"Western",1308.54,30.71
"4343",2020-01-19,"Southern",639.88,63.94
"4344",2020-01-19,"Eastern",489.26,23.17
"4345",2020-01-19,"NorthEastern",34.74,11.06
"4346",2020-01-20,"Northern",675.41,95.94
"4347",2020-01-20,"Western",1308.54,30.71
"4348",2020-01-20,"Southern",639.88,63.94
"4349",2020-01-20,"Eastern",489.26,23.17
"4350",2020-01-20,"NorthEastern",34.74,11.06
"4351",2020-01-21,"Northern",676.13,95.94
"4352",2020-01-21,"Western",1309.45,30.71
"4353",2020-01-21,"Southern",638.13,63.94
"4354",2020-01-21,"Eastern",489.52,23.17
"4355",2020-01-21,"NorthEastern",34.74,11.06
"4356",2020-01-22,"Northern",689.53,95.94
"4357",2020-01-22,"Western",1311.95,30.71
"4358",2020-01-22,"Southern",638.13,63.94
"4359",2020-01-22,"Eastern",489.52,23.17
"4360",2020-01-22,"NorthEastern",34.74,11.06
"4361",2020-01-23,"Northern",689.53,95.94
"4362",2020-01-23,"Western",1307.77,30.71
"4363",2020-01-23,"Southern",638.13,63.94
"4364",2020-01-23,"Eastern",489.52,23.17
"4365",2020-01-23,"NorthEastern",34.74,11.06
"4366",2020-01-24,"Northern",689.53,95.94
"4367",2020-01-24,"Western",1307.77,30.71
"4368",2020-01-24,"Southern",638.13,63.94
"4369",2020-01-24,"Eastern",489.52,23.17
"4370",2020-01-24,"NorthEastern",34.74,11.06
"4371",2020-01-25,"Northern",689.53,95.94
"4372",2020-01-25,"Western",1304.39,30.71
"4373",2020-01-25,"Southern",638.13,63.94
"4374",2020-01-25,"Eastern",489.52,23.17
"4375",2020-01-25,"NorthEastern",34.74,11.06
"4376",2020-01-26,"Northern",692.36,95.94
"4377",2020-01-26,"Western",1308.69,30.71
"4378",2020-01-26,"Southern",638.13,63.94
"4379",2020-01-26,"Eastern",489.52,23.17
"4380",2020-01-26,"NorthEastern",34.74,11.06
"4381",2020-01-27,"Northern",692.36,95.94
"4382",2020-01-27,"Western",1308.69,30.71
"4383",2020-01-27,"Southern",638.13,63.94
"4384",2020-01-27,"Eastern",489.52,23.17
"4385",2020-01-27,"NorthEastern",34.74,11.06
"4386",2020-01-28,"Northern",692.36,95.94
"4387",2020-01-28,"Western",1308.69,30.71
"4388",2020-01-28,"Southern",638.13,63.94
"4389",2020-01-28,"Eastern",489.52,23.17
"4390",2020-01-28,"NorthEastern",34.74,11.06
"4391",2020-01-29,"Northern",702.03,95.94
"4392",2020-01-29,"Western",1308.69,30.71
"4393",2020-01-29,"Southern",638.13,63.94
"4394",2020-01-29,"Eastern",489.52,23.17
"4395",2020-01-29,"NorthEastern",34.74,11.06
"4396",2020-01-30,"Northern",699.48,95.94
"4397",2020-01-30,"Western",1311.69,30.71
"4398",2020-01-30,"Southern",638.13,63.94
"4399",2020-01-30,"Eastern",489.52,23.17
"4400",2020-01-30,"NorthEastern",34.74,11.06
"4401",2020-01-31,"Northern",715.48,95.94
"4402",2020-01-31,"Western",1311.69,30.71
"4403",2020-01-31,"Southern",638.13,63.94
"4404",2020-01-31,"Eastern",489.52,23.17
"4405",2020-01-31,"NorthEastern",34.74,11.06
"4406",2020-02-01,"Northern",696.52,101.72
"4407",2020-02-01,"Western",1277.71,31.96
"4408",2020-02-01,"Southern",632.93,71.22
"4409",2020-02-01,"Eastern",486.69,24.51
"4410",2020-02-01,"NorthEastern",35.55,9.27
"4411",2020-02-02,"Northern",696.52,101.72
"4412",2020-02-02,"Western",1277.71,31.96
"4413",2020-02-02,"Southern",632.93,71.22
"4414",2020-02-02,"Eastern",486.69,24.51
"4415",2020-02-02,"NorthEastern",35.55,9.27
"4416",2020-02-03,"Northern",696.52,101.72
